partition,family,event,incident_degree,query_identity,query_global_sequence_index,positive_global_sequence_index,positive_view_kind,hard_negative_identity,hard_negative_global_sequence_index,hard_negative_objective_profile_distance,query_profile_observations
fit,S08,terminal,1,S08_3d_loop_rich_C04:node:node_0126,127220,127233,same_edge_reverse_view,S08_3d_loop_rich_C06:node:node_0088,132177,0.014337541821199245,5
fit,S08,terminal,1,S08_3d_loop_rich_C05:node:node_0000,127259,127246,same_edge_reverse_view,S02_3d_tree_small_C03:node:node_0056,14992,0.024174376912674402,5
fit,S08,terminal,1,S08_3d_loop_rich_C05:node:node_0019,127648,127653,same_edge_reverse_view,S06_3d_branch_medium_C05:node:node_0043,78294,0.008516702019347573,5
fit,S08,junction,3,S08_3d_loop_rich_C05:node:node_0028,127712,127913,different_physical_edge,S04_3d_unicyclic_small_C03:node:node_0000,38644,0.018847864736138857,5
fit,S08,junction,3,S08_3d_loop_rich_C05:node:node_0051,128030,128316,different_physical_edge,S08_3d_loop_rich_C04:node:node_0006,123762,0.016308825708374757,5
fit,S08,junction,3,S08_3d_loop_rich_C05:node:node_0054,128402,128415,different_physical_edge,S10_3d_complex_C01:node:node_0062,179286,0.044273434173995076,5
fit,S08,terminal,1,S08_3d_loop_rich_C05:node:node_0057,128428,128422,same_edge_reverse_view,S10_3d_complex_C05:node:node_0166,196538,0.024107966057214675,5
fit,S08,junction,4,S08_3d_loop_rich_C05:node:node_0086,128832,128863,different_physical_edge,S08_3d_loop_rich_C02:node:node_0044,118870,0.036546683802862454,5
fit,S08,terminal,1,S08_3d_loop_rich_C05:node:node_0088,128768,128780,same_edge_reverse_view,S02_3d_tree_small_C04:node:node_0044,15751,0.009758855774795065,5
fit,S08,junction,3,S08_3d_loop_rich_C05:node:node_0107,129260,129302,different_physical_edge,S10_3d_complex_C04:node:node_0043,189462,0.027925039658194428,5
fit,S08,junction,3,S08_3d_loop_rich_C05:node:node_0109,129378,129434,different_physical_edge,S02_3d_tree_small_C01:node:node_0040,11682,0.02192931329317657,5
fit,S08,terminal,1,S08_3d_loop_rich_C05:node:node_0113,129563,129545,same_edge_reverse_view,S06_3d_branch_medium_C03:node:node_0087,74181,0.01237669313773741,5
fit,S08,junction,3,S08_3d_loop_rich_C05:node:node_0116,129466,129548,different_physical_edge,S10_3d_complex_C03:node:node_0111,187492,0.029909575856688467,5
fit,S08,terminal,1,S08_3d_loop_rich_C05:node:node_0120,129738,129722,same_edge_reverse_view,S06_3d_branch_medium_C01:node:node_0038,69600,0.011587179908550781,5
fit,S08,junction,3,S08_3d_loop_rich_C05:node:node_0128,129639,129838,different_physical_edge,S10_3d_complex_C03:node:node_0053,186064,0.014337669805777307,5
fit,S08,junction,3,S08_3d_loop_rich_C06:node:node_0004,130024,130052,different_physical_edge,S08_3d_loop_rich_C04:node:node_0061,125209,0.014666962516485148,5
fit,S08,terminal,1,S08_3d_loop_rich_C06:node:node_0006,130043,130049,same_edge_reverse_view,S04_3d_unicyclic_small_C06:node:node_0031,43457,0.011009630485722842,5
fit,S08,junction,3,S08_3d_loop_rich_C06:node:node_0014,130210,130264,different_physical_edge,S03_flat_unicyclic_small_C04:node:node_0026,28414,0.014271674504328438,5
fit,S08,terminal,1,S08_3d_loop_rich_C06:node:node_0019,130392,130362,same_edge_reverse_view,S02_3d_tree_small_C05:node:node_0043,16930,0.018756449668694324,5
fit,S08,junction,3,S08_3d_loop_rich_C06:node:node_0030,130452,130758,different_physical_edge,S08_3d_loop_rich_C05:node:node_0028,127712,0.019244803672515916,5
fit,S08,terminal,1,S08_3d_loop_rich_C06:node:node_0041,131113,131100,same_edge_reverse_view,S06_3d_branch_medium_C05:node:node_0014,77696,0.009537429497379346,5
fit,S08,terminal,1,S08_3d_loop_rich_C06:node:node_0053,131413,131406,same_edge_reverse_view,S10_3d_complex_C05:node:node_0057,193984,0.024509561768067324,5
fit,S08,junction,3,S08_3d_loop_rich_C06:node:node_0058,131314,131357,different_physical_edge,S07_flat_loop_rich_C04:node:node_0083,99514,0.058869018069396394,5
fit,S08,junction,3,S08_3d_loop_rich_C06:node:node_0060,130914,131368,different_physical_edge,S04_3d_unicyclic_small_C01:node:node_0076,37344,0.011700931878520941,5
fit,S08,terminal,1,S08_3d_loop_rich_C06:node:node_0066,131698,131692,same_edge_reverse_view,S06_3d_branch_medium_C05:node:node_0043,78294,0.016605766839544817,5
fit,S08,junction,3,S08_3d_loop_rich_C06:node:node_0071,131281,131536,different_physical_edge,S02_3d_tree_small_C01:node:node_0048,11636,0.02597607835688978,5
fit,S08,junction,3,S08_3d_loop_rich_C06:node:node_0079,131764,131986,different_physical_edge,S04_3d_unicyclic_small_C03:node:node_0022,39332,0.017536823900344695,5
fit,S08,terminal,1,S08_3d_loop_rich_C06:node:node_0088,132177,132166,same_edge_reverse_view,S10_3d_complex_C06:node:node_0086,198701,0.011642285691336624,5
fit,S08,junction,3,S08_3d_loop_rich_C06:node:node_0089,131854,132020,different_physical_edge,S09_flat_complex_C04:node:node_0024,155650,0.04145673777129902,5
fit,S08,junction,3,S08_3d_loop_rich_C06:node:node_0092,131906,132146,different_physical_edge,S10_3d_complex_C02:node:node_0095,183602,0.00868469675748522,5
fit,S08,terminal,1,S08_3d_loop_rich_C06:node:node_0106,132488,132464,same_edge_reverse_view,S06_3d_branch_medium_C05:node:node_0075,79089,0.010984419785079781,5
fit,S08,junction,3,S08_3d_loop_rich_C06:node:node_0112,132559,132636,different_physical_edge,S08_3d_loop_rich_C01:node:node_0018,114916,0.01743363915433667,5
fit,S08,terminal,1,S08_3d_loop_rich_C06:node:node_0119,132856,132870,same_edge_reverse_view,S06_3d_branch_medium_C02:node:node_0052,71594,0.00995857211883474,5
selection,S08,terminal,1,S08_3d_loop_rich_C07:node:node_0006,133457,133444,same_edge_reverse_view,S10_3d_complex_C07:node:node_0106,202762,0.022666526982541346,5
selection,S08,junction,3,S08_3d_loop_rich_C07:node:node_0012,133557,133708,different_physical_edge,S05_flat_branch_medium_C07:node:node_0054,63649,0.01387416886418439,5
selection,S08,terminal,1,S08_3d_loop_rich_C07:node:node_0014,133685,133699,same_edge_reverse_view,S10_3d_complex_C07:node:node_0161,204130,0.013885169807766596,5
selection,S08,junction,3,S08_3d_loop_rich_C07:node:node_0015,133598,133749,different_physical_edge,S10_3d_complex_C08:node:node_0111,207104,0.023737608878060482,5
selection,S08,junction,3,S08_3d_loop_rich_C07:node:node_0035,134182,134240,different_physical_edge,S03_flat_unicyclic_small_C07:node:node_0019,32588,0.028474332741360672,5
selection,S08,terminal,1,S08_3d_loop_rich_C07:node:node_0038,134416,134400,same_edge_reverse_view,S10_3d_complex_C07:node:node_0106,202762,0.023634273652914758,5
selection,S08,junction,3,S08_3d_loop_rich_C07:node:node_0043,134473,134534,different_physical_edge,S05_flat_branch_medium_C08:node:node_0066,65446,0.05398042749490541,5
selection,S08,junction,3,S08_3d_loop_rich_C07:node:node_0048,134602,134720,different_physical_edge,S10_3d_complex_C08:node:node_0133,207327,0.02766254583114388,5
selection,S08,terminal,1,S08_3d_loop_rich_C07:node:node_0067,135266,135258,same_edge_reverse_view,S08_3d_loop_rich_C08:node:node_0075,138586,0.022694772108369076,5
selection,S08,junction,3,S08_3d_loop_rich_C07:node:node_0068,135064,135114,different_physical_edge,S08_3d_loop_rich_C08:node:node_0037,137359,0.026875967264696484,5
selection,S08,junction,3,S08_3d_loop_rich_C07:node:node_0091,135768,135897,different_physical_edge,S10_3d_complex_C08:node:node_0037,205202,0.02832834301084755,5
selection,S08,terminal,1,S08_3d_loop_rich_C07:node:node_0105,136224,136212,same_edge_reverse_view,S02_3d_tree_small_C07:node:node_0055,19796,0.012253039875964824,5
selection,S08,junction,3,S08_3d_loop_rich_C07:node:node_0109,136236,136258,different_physical_edge,S05_flat_branch_medium_C08:node:node_0056,65318,0.017806809862888413,5
selection,S08,terminal,1,S08_3d_loop_rich_C07:node:node_0118,136554,136542,same_edge_reverse_view,S08_3d_loop_rich_C08:node:node_0119,139590,0.009737521364378398,5
selection,S08,terminal,1,S08_3d_loop_rich_C08:node:node_0000,136670,136644,same_edge_reverse_view,S02_3d_tree_small_C08:node:node_0036,20693,0.01182619141036699,5
selection,S08,terminal,1,S08_3d_loop_rich_C08:node:node_0001,136708,136684,same_edge_reverse_view,S10_3d_complex_C07:node:node_0144,203421,0.025470327951695827,5
selection,S08,junction,3,S08_3d_loop_rich_C08:node:node_0034,137444,137479,different_physical_edge,S05_flat_branch_medium_C07:node:node_0071,63958,0.042303139950831424,5
selection,S08,junction,3,S08_3d_loop_rich_C08:node:node_0037,137359,137751,different_physical_edge,S06_3d_branch_medium_C08:node:node_0078,85163,0.015467780431050921,5
selection,S08,junction,3,S08_3d_loop_rich_C08:node:node_0039,137412,137826,different_physical_edge,S10_3d_complex_C07:node:node_0080,202178,0.008634272937597753,5
selection,S08,junction,3,S08_3d_loop_rich_C08:node:node_0040,137586,137850,different_physical_edge,S07_flat_loop_rich_C07:node:node_0078,107918,0.01873535426791268,5
selection,S08,terminal,1,S08_3d_loop_rich_C08:node:node_0051,137880,137889,same_edge_reverse_view,S06_3d_branch_medium_C08:node:node_0062,84869,0.012791076776702569,5
selection,S08,terminal,1,S08_3d_loop_rich_C08:node:node_0053,137766,137780,same_edge_reverse_view,S06_3d_branch_medium_C08:node:node_0042,84670,0.017370282355149494,5
selection,S08,junction,3,S08_3d_loop_rich_C08:node:node_0058,137934,138230,different_physical_edge,S04_3d_unicyclic_small_C08:node:node_0019,45696,0.04058601254880523,5
selection,S08,junction,3,S08_3d_loop_rich_C08:node:node_0062,138088,138401,different_physical_edge,S06_3d_branch_medium_C08:node:node_0018,83852,0.014175554221018717,5
selection,S08,terminal,1,S08_3d_loop_rich_C08:node:node_0073,138268,138282,same_edge_reverse_view,S09_flat_complex_C07:node:node_0134,169962,0.019421803441092372,5
selection,S08,terminal,1,S08_3d_loop_rich_C08:node:node_0075,138586,138594,same_edge_reverse_view,S08_3d_loop_rich_C07:node:node_0067,135266,0.022694772108369076,5
selection,S08,junction,3,S08_3d_loop_rich_C08:node:node_0085,138469,138891,different_physical_edge,S06_3d_branch_medium_C08:node:node_0029,84158,0.0824067202431258,5
selection,S08,terminal,1,S08_3d_loop_rich_C08:node:node_0087,138979,138966,same_edge_reverse_view,S07_flat_loop_rich_C07:node:node_0084,108026,0.017946182946896497,5
selection,S08,junction,3,S08_3d_loop_rich_C08:node:node_0088,138814,138999,different_physical_edge,S06_3d_branch_medium_C07:node:node_0014,82028,0.019937052345560632,5
selection,S08,junction,4,S08_3d_loop_rich_C08:node:node_0106,138700,139346,different_physical_edge,S06_3d_branch_medium_C07:node:node_0058,82864,0.031563368404563995,5
selection,S08,terminal,1,S08_3d_loop_rich_C08:node:node_0119,139590,139576,same_edge_reverse_view,S08_3d_loop_rich_C07:node:node_0118,136554,0.009737521364378398,5
fit,S09,terminal,1,S09_flat_complex_C01:node:node_0005,143416,143423,same_edge_reverse_view,S01_flat_tree_small_C01:node:node_0030,628,0.007272610673295334,5
fit,S09,terminal,1,S09_flat_complex_C01:node:node_0012,143602,143568,same_edge_reverse_view,S09_flat_complex_C05:node:node_0142,162648,0.004217483765922458,5
fit,S09,terminal,1,S09_flat_complex_C01:node:node_0014,143658,143638,same_edge_reverse_view,S09_flat_complex_C01:node:node_0086,146001,0.0034982326821086816,5
fit,S09,junction,3,S09_flat_complex_C01:node:node_0018,143675,143711,different_physical_edge,S09_flat_complex_C01:node:node_0039,144319,0.003399871525579977,5
fit,S09,junction,3,S09_flat_complex_C01:node:node_0039,144319,144384,different_physical_edge,S09_flat_complex_C01:node:node_0018,143675,0.003399871525579977,5
fit,S09,junction,3,S09_flat_complex_C01:node:node_0078,145538,145770,different_physical_edge,S09_flat_complex_C04:node:node_0144,158568,0.012627129124473183,5
fit,S09,junction,3,S09_flat_complex_C01:node:node_0083,145876,146018,different_physical_edge,S07_flat_loop_rich_C02:node:node_0109,93783,0.004427202582841537,5
fit,S09,terminal,1,S09_flat_complex_C01:node:node_0086,146001,146015,same_edge_reverse_view,S07_flat_loop_rich_C01:node:node_0000,87842,0.002373681991896639,5
fit,S09,junction,3,S09_flat_complex_C01:node:node_0091,146055,146179,different_physical_edge,S09_flat_complex_C05:node:node_0038,159360,0.003579530321622868,5
fit,S09,terminal,1,S09_flat_complex_C01:node:node_0099,146412,146425,same_edge_reverse_view,S03_flat_unicyclic_small_C01:node:node_0062,24205,0.0076412695836846935,5
fit,S09,junction,3,S09_flat_complex_C01:node:node_0113,146686,146736,different_physical_edge,S09_flat_complex_C04:node:node_0082,157252,0.0189807084644118,5
fit,S09,junction,3,S09_flat_complex_C01:node:node_0114,146770,146790,different_physical_edge,S07_flat_loop_rich_C02:node:node_0126,93852,0.003480757748982877,5
fit,S09,junction,4,S09_flat_complex_C01:node:node_0120,146966,147046,different_physical_edge,S07_flat_loop_rich_C04:node:node_0117,100590,0.015326000719770224,5
fit,S09,junction,3,S09_flat_complex_C01:node:node_0123,147115,147216,different_physical_edge,S09_flat_complex_C01:node:node_0091,146055,0.005355978803504729,5
fit,S09,terminal,1,S09_flat_complex_C01:node:node_0125,147081,147089,same_edge_reverse_view,S07_flat_loop_rich_C03:node:node_0096,96930,0.040962753356316106,5
fit,S09,junction,3,S09_flat_complex_C01:node:node_0137,147412,147490,different_physical_edge,S04_3d_unicyclic_small_C04:node:node_0014,40586,0.03670063646499868,5
fit,S09,junction,3,S09_flat_complex_C01:node:node_0156,147798,147826,different_physical_edge,S07_flat_loop_rich_C04:node:node_0040,98386,0.019636433697353843,5
fit,S09,terminal,1,S09_flat_complex_C01:node:node_0158,147722,147736,same_edge_reverse_view,S09_flat_complex_C04:node:node_0092,157588,0.005267202775727348,5
fit,S09,junction,3,S09_flat_complex_C01:node:node_0164,147840,147914,different_physical_edge,S07_flat_loop_rich_C01:node:node_0114,90862,0.01439483119852221,5
fit,S09,terminal,1,S09_flat_complex_C01:node:node_0167,147866,147876,same_edge_reverse_view,S07_flat_loop_rich_C06:node:node_0080,105468,0.010503496658283387,5
fit,S09,terminal,1,S09_flat_complex_C02:node:node_0014,148252,148264,same_edge_reverse_view,S03_flat_unicyclic_small_C04:node:node_0017,28317,0.009989774164531607,5
fit,S09,terminal,1,S09_flat_complex_C02:node:node_0029,148675,148662,same_edge_reverse_view,S07_flat_loop_rich_C06:node:node_0117,106406,0.005929899469196554,5
fit,S09,junction,3,S09_flat_complex_C02:node:node_0036,148752,148772,different_physical_edge,S07_flat_loop_rich_C02:node:node_0086,93315,0.005580322157991409,5
fit,S09,terminal,1,S09_flat_complex_C02:node:node_0038,148790,148802,same_edge_reverse_view,S01_flat_tree_small_C04:node:node_0012,4151,0.015938265180461708,5
fit,S09,terminal,1,S09_flat_complex_C02:node:node_0039,148888,148878,same_edge_reverse_view,S09_flat_complex_C03:node:node_0023,151905,0.0056613541815880635,5
fit,S09,junction,3,S09_flat_complex_C02:node:node_0055,149080,149224,different_physical_edge,S03_flat_unicyclic_small_C02:node:node_0046,25352,0.008127538319409175,5
fit,S09,junction,3,S09_flat_complex_C02:node:node_0056,149142,149291,different_physical_edge,S07_flat_loop_rich_C04:node:node_0101,100102,0.01302931076445316,5
fit,S09,terminal,1,S09_flat_complex_C02:node:node_0064,149397,149411,same_edge_reverse_view,S09_flat_complex_C04:node:node_0035,155834,0.0042461575741614375,5
fit,S09,junction,3,S09_flat_complex_C02:node:node_0077,149756,149792,different_physical_edge,S01_flat_tree_small_C06:node:node_0035,6544,0.004324671342598305,5
fit,S09,terminal,1,S09_flat_complex_C02:node:node_0081,149696,149703,same_edge_reverse_view,S01_flat_tree_small_C04:node:node_0012,4151,0.008474165068899597,5
fit,S09,junction,3,S09_flat_complex_C02:node:node_0086,149644,149947,different_physical_edge,S09_flat_complex_C01:node:node_0039,144319,0.005546049412675645,5
fit,S09,junction,3,S09_flat_complex_C02:node:node_0087,149711,150022,different_physical_edge,S09_flat_complex_C02:node:node_0077,149756,0.00647239668382276,5
fit,S09,terminal,1,S09_flat_complex_C02:node:node_0094,150243,150234,same_edge_reverse_view,S03_flat_unicyclic_small_C03:node:node_0036,27070,0.0039000380581011,5
fit,S09,junction,3,S09_flat_complex_C02:node:node_0103,150252,150444,different_physical_edge,S09_flat_complex_C03:node:node_0039,152176,0.008393233326426728,5
fit,S09,junction,3,S09_flat_complex_C02:node:node_0107,150292,150515,different_physical_edge,S09_flat_complex_C06:node:node_0104,165403,0.004298499293241815,5
fit,S09,junction,3,S09_flat_complex_C02:node:node_0110,150314,150562,different_physical_edge,S09_flat_complex_C03:node:node_0050,152484,0.006980682974120125,5
fit,S09,junction,3,S09_flat_complex_C02:node:node_0114,150544,150686,different_physical_edge,S09_flat_complex_C02:node:node_0087,149711,0.007659946015909401,5
fit,S09,terminal,1,S09_flat_complex_C02:node:node_0118,150787,150780,same_edge_reverse_view,S09_flat_complex_C01:node:node_0099,146412,0.008187343671012709,5
fit,S09,junction,3,S09_flat_complex_C02:node:node_0127,150729,150856,different_physical_edge,S09_flat_complex_C06:node:node_0151,166343,0.003795762519583355,5
fit,S09,junction,3,S09_flat_complex_C02:node:node_0148,151268,151254,different_physical_edge,S09_flat_complex_C05:node:node_0101,161166,0.022886020005629493,5
fit,S09,terminal,1,S09_flat_complex_C03:node:node_0005,151474,151464,same_edge_reverse_view,S09_flat_complex_C01:node:node_0158,147722,0.00790467129170072,5
fit,S09,terminal,1,S09_flat_complex_C03:node:node_0023,151905,151892,same_edge_reverse_view,S09_flat_complex_C05:node:node_0000,158708,0.004396448740462357,5
fit,S09,terminal,1,S09_flat_complex_C03:node:node_0025,151958,151948,same_edge_reverse_view,S05_flat_branch_medium_C02:node:node_0010,50856,0.0059514633369721496,5
fit,S09,junction,3,S09_flat_complex_C03:node:node_0032,151968,152012,different_physical_edge,S05_flat_branch_medium_C04:node:node_0043,56622,0.027364928523272245,5
fit,S09,junction,3,S09_flat_complex_C03:node:node_0039,152176,152236,different_physical_edge,S09_flat_complex_C02:node:node_0103,150252,0.008393233326426728,5
fit,S09,junction,3,S09_flat_complex_C03:node:node_0043,152276,152368,different_physical_edge,S09_flat_complex_C05:node:node_0011,158900,0.0095476383547613,5
fit,S09,terminal,1,S09_flat_complex_C03:node:node_0044,152412,152406,same_edge_reverse_view,S01_flat_tree_small_C01:node:node_0030,628,0.008898653626093928,5
fit,S09,junction,3,S09_flat_complex_C03:node:node_0050,152484,152553,different_physical_edge,S09_flat_complex_C05:node:node_0037,159563,0.0049078424900127786,5
fit,S09,junction,3,S09_flat_complex_C03:node:node_0059,152303,152672,different_physical_edge,S05_flat_branch_medium_C03:node:node_0079,54970,0.0060409131990976465,5
fit,S09,junction,3,S09_flat_complex_C03:node:node_0068,152764,152833,different_physical_edge,S07_flat_loop_rich_C03:node:node_0059,96194,0.022461608685176687,5
fit,S09,junction,3,S09_flat_complex_C03:node:node_0075,152990,153050,different_physical_edge,S09_flat_complex_C04:node:node_0024,155650,0.021658238120486558,5
fit,S09,terminal,1,S09_flat_complex_C03:node:node_0084,153184,153194,same_edge_reverse_view,S07_flat_loop_rich_C04:node:node_0007,97566,0.010568526262212139,5
fit,S09,junction,3,S09_flat_complex_C03:node:node_0096,153340,153436,different_physical_edge,S09_flat_complex_C05:node:node_0026,159144,0.010633831872377668,5
fit,S09,junction,3,S09_flat_complex_C03:node:node_0104,153608,153668,different_physical_edge,S09_flat_complex_C05:node:node_0038,159360,0.007337410839751092,5
fit,S09,terminal,1,S09_flat_complex_C03:node:node_0114,153825,153829,same_edge_reverse_view,S03_flat_unicyclic_small_C05:node:node_0056,30852,0.005728508139478843,4
fit,S09,junction,3,S09_flat_complex_C03:node:node_0134,154292,154351,different_physical_edge,S05_flat_branch_medium_C04:node:node_0023,56317,0.0063487402960784745,5
fit,S09,junction,3,S09_flat_complex_C03:node:node_0143,154440,154516,different_physical_edge,S04_3d_unicyclic_small_C04:node:node_0014,40586,0.03569318968296133,5
fit,S09,terminal,1,S09_flat_complex_C03:node:node_0145,154619,154610,same_edge_reverse_view,S01_flat_tree_small_C04:node:node_0015,4123,0.011239745379190806,5
fit,S09,junction,3,S09_flat_complex_C03:node:node_0152,154653,154773,different_physical_edge,S07_flat_loop_rich_C04:node:node_0010,97684,0.00347046014153903,5
fit,S09,terminal,1,S09_flat_complex_C03:node:node_0155,154824,154831,same_edge_reverse_view,S01_flat_tree_small_C02:node:node_0038,2003,0.012407445881091213,5
fit,S09,terminal,1,S09_flat_complex_C04:node:node_0000,155183,155178,same_edge_reverse_view,S03_flat_unicyclic_small_C03:node:node_0006,26309,0.006455494997070675,5
fit,S09,junction,3,S09_flat_complex_C04:node:node_0015,155370,155424,different_physical_edge,S05_flat_branch_medium_C06:node:node_0075,61599,0.026629806383048193,5
fit,S09,junction,3,S09_flat_complex_C04:node:node_0024,155650,155715,different_physical_edge,S09_flat_complex_C03:node:node_0075,152990,0.021658238120486558,5
fit,S09,terminal,1,S09_flat_complex_C04:node:node_0028,155673,155687,same_edge_reverse_view,S07_flat_loop_rich_C03:node:node_0021,95144,0.0046825325615175535,5
fit,S09,terminal,1,S09_flat_complex_C04:node:node_0034,155902,155916,same_edge_reverse_view,S07_flat_loop_rich_C05:node:node_0122,103567,0.007288652384848594,5
fit,S09,terminal,1,S09_flat_complex_C04:node:node_0035,155834,155843,same_edge_reverse_view,S09_flat_complex_C02:node:node_0064,149397,0.0042461575741614375,5
fit,S09,junction,3,S09_flat_complex_C04:node:node_0040,156102,156184,different_physical_edge,S09_flat_complex_C06:node:node_0116,165782,0.005044958295811128,5
fit,S09,terminal,1,S09_flat_complex_C04:node:node_0041,156132,156146,same_edge_reverse_view,S03_flat_unicyclic_small_C03:node:node_0004,26212,0.008128040118019564,5
fit,S09,junction,3,S09_flat_complex_C04:node:node_0061,156692,156711,different_physical_edge,S10_3d_complex_C06:node:node_0128,199200,0.04593566473568874,5
fit,S09,junction,3,S09_flat_complex_C04:node:node_0063,156822,156918,different_physical_edge,S09_flat_complex_C06:node:node_0116,165782,0.005027477142325691,5
fit,S09,junction,3,S09_flat_complex_C04:node:node_0076,156964,157184,different_physical_edge,S07_flat_loop_rich_C06:node:node_0023,103978,0.018896458501063165,5
fit,S09,junction,3,S09_flat_complex_C04:node:node_0082,157252,157278,different_physical_edge,S01_flat_tree_small_C01:node:node_0000,13,0.018688698607055333,5
fit,S09,terminal,1,S09_flat_complex_C04:node:node_0092,157588,157562,same_edge_reverse_view,S09_flat_complex_C01:node:node_0158,147722,0.005267202775727348,5
fit,S09,junction,3,S09_flat_complex_C04:node:node_0098,157538,157692,different_physical_edge,S03_flat_unicyclic_small_C04:node:node_0043,28956,0.009235162216946004,5
fit,S09,junction,3,S09_flat_complex_C04:node:node_0100,157785,157664,different_physical_edge,S09_flat_complex_C02:node:node_0110,150314,0.007456946896815524,5
fit,S09,terminal,1,S09_flat_complex_C04:node:node_0105,157848,157858,same_edge_reverse_view,S09_flat_complex_C04:node:node_0149,158684,0.005738203800600035,5
fit,S09,terminal,1,S09_flat_complex_C04:node:node_0111,157940,157948,same_edge_reverse_view,S05_flat_branch_medium_C03:node:node_0047,54369,0.006319532932858882,5
fit,S09,junction,3,S09_flat_complex_C04:node:node_0114,157981,158078,different_physical_edge,S03_flat_unicyclic_small_C02:node:node_0002,24272,0.006437679651286437,5
fit,S09,junction,3,S09_flat_complex_C04:node:node_0128,158220,158282,different_physical_edge,S09_flat_complex_C06:node:node_0110,165560,0.010353936887747673,5
fit,S09,junction,3,S09_flat_complex_C04:node:node_0138,158438,158458,different_physical_edge,S07_flat_loop_rich_C01:node:node_0005,87963,0.0330933900534605,5
fit,S09,junction,3,S09_flat_complex_C04:node:node_0144,158568,158582,different_physical_edge,S09_flat_complex_C01:node:node_0078,145538,0.012627129124473183,5
fit,S09,terminal,1,S09_flat_complex_C04:node:node_0149,158684,158691,same_edge_reverse_view,S09_flat_complex_C04:node:node_0105,157848,0.005738203800600035,5
fit,S09,terminal,1,S09_flat_complex_C05:node:node_0000,158708,158698,same_edge_reverse_view,S09_flat_complex_C03:node:node_0023,151905,0.004396448740462357,5
fit,S09,junction,3,S09_flat_complex_C05:node:node_0011,158900,158976,different_physical_edge,S09_flat_complex_C03:node:node_0043,152276,0.0095476383547613,5
fit,S09,junction,3,S09_flat_complex_C05:node:node_0018,159046,159120,different_physical_edge,S07_flat_loop_rich_C06:node:node_0086,105550,0.005078085267302442,5
fit,S09,junction,3,S09_flat_complex_C05:node:node_0026,159144,159446,different_physical_edge,S07_flat_loop_rich_C06:node:node_0086,105550,0.006517073689087088,5
fit,S09,junction,3,S09_flat_complex_C05:node:node_0031,159534,159620,different_physical_edge,S03_flat_unicyclic_small_C02:node:node_0002,24272,0.004717944625591428,5
fit,S09,junction,3,S09_flat_complex_C05:node:node_0037,159563,159800,different_physical_edge,S07_flat_loop_rich_C05:node:node_0070,102105,0.0047828397370937295,5
fit,S09,junction,3,S09_flat_complex_C05:node:node_0038,159360,159760,different_physical_edge,S09_flat_complex_C01:node:node_0091,146055,0.003579530321622868,5
fit,S09,terminal,1,S09_flat_complex_C05:node:node_0039,159897,159888,same_edge_reverse_view,S05_flat_branch_medium_C01:node:node_0034,48950,0.012256682666512517,5
fit,S09,junction,3,S09_flat_complex_C05:node:node_0047,159926,159992,different_physical_edge,S01_flat_tree_small_C01:node:node_0024,478,0.011614680069201092,5
fit,S09,terminal,1,S09_flat_complex_C05:node:node_0055,160061,160075,same_edge_reverse_view,S07_flat_loop_rich_C05:node:node_0039,101508,0.0055789758255451,5
fit,S09,terminal,1,S09_flat_complex_C05:node:node_0065,160269,160283,same_edge_reverse_view,S07_flat_loop_rich_C06:node:node_0022,103949,0.003021038904077464,5
fit,S09,junction,3,S09_flat_complex_C05:node:node_0070,160482,160663,different_physical_edge,S07_flat_loop_rich_C01:node:node_0078,89802,0.008038453046794089,5
fit,S09,terminal,1,S09_flat_complex_C05:node:node_0078,160671,160683,same_edge_reverse_view,S05_flat_branch_medium_C04:node:node_0060,56943,0.0022592207283843677,5
fit,S09,junction,3,S09_flat_complex_C05:node:node_0088,160751,160954,different_physical_edge,S06_3d_branch_medium_C06:node:node_0025,79948,0.01751082530957467,5
fit,S09,terminal,1,S09_flat_complex_C05:node:node_0089,161048,161036,same_edge_reverse_view,S07_flat_loop_rich_C06:node:node_0022,103949,0.008074665169034828,5
fit,S09,terminal,1,S09_flat_complex_C05:node:node_0095,161224,161198,same_edge_reverse_view,S01_flat_tree_small_C01:node:node_0038,803,0.005965705760322144,5
fit,S09,junction,3,S09_flat_complex_C05:node:node_0101,161166,161396,different_physical_edge,S09_flat_complex_C02:node:node_0148,151268,0.022886020005629493,5
fit,S09,junction,3,S09_flat_complex_C05:node:node_0104,161268,161326,different_physical_edge,S07_flat_loop_rich_C01:node:node_0080,89831,0.008947263027571734,5
fit,S09,terminal,1,S09_flat_complex_C05:node:node_0113,161755,161742,same_edge_reverse_view,S07_flat_loop_rich_C05:node:node_0060,101996,0.0021188078337750138,5
fit,S09,junction,2,S09_flat_complex_C05:node:node_0125,161968,162130,different_physical_edge,S07_flat_loop_rich_C02:node:node_0008,91376,0.06043934766657905,5
fit,S09,junction,2,S09_flat_complex_C05:node:node_0128,162022,162228,different_physical_edge,S07_flat_loop_rich_C02:node:node_0008,91376,0.00834224212098278,5
fit,S09,junction,3,S09_flat_complex_C05:node:node_0137,162342,162491,different_physical_edge,S07_flat_loop_rich_C01:node:node_0099,90373,0.0093215641807352,5
fit,S09,terminal,1,S09_flat_complex_C05:node:node_0142,162648,162626,same_edge_reverse_view,S09_flat_complex_C01:node:node_0012,143602,0.004217483765922458,5
